image_name,class_id,confidence,x_min,y_min,x_max,y_max,center_x,center_y
2701_2024-10-12_03-49-34.jpg,1,[0.8144128322601318],1106.1591796875,721.4948120117188,1149.0155029296875,751.3665161132812,1127.5873413085938,736.4306640625
2701_2024-10-12_03-49-34.jpg,1,[0.7688511610031128],1339.56103515625,596.2191162109375,1373.72998046875,623.2868041992188,1356.6455078125,609.7529602050781
2701_2024-10-12_03-49-34.jpg,0,[0.750730037689209],1785.8878173828125,308.4608764648437,1823.362548828125,329.0225830078125,1804.6251831054688,318.7417297363281
2701_2024-10-12_03-49-34.jpg,0,[0.641954779624939],1737.0777587890625,305.72900390625,1765.4112548828125,322.04547119140625,1751.2445068359375,313.8872375488281
2701_2024-10-12_03-49-34.jpg,1,[0.5937426686286926],1593.2796630859375,501.6657104492188,1608.5447998046875,519.014892578125,1600.9122314453125,510.3403015136719
2701_2024-10-12_03-49-34.jpg,1,[0.458231121301651],1281.39794921875,668.4985961914062,1295.347900390625,688.6419677734375,1288.3729248046875,678.5702819824219
2701_2024-10-12_03-49-34.jpg,1,[0.34667831659317017],1512.65869140625,545.9175415039062,1524.9176025390625,563.8079833984375,1518.7881469726562,554.8627624511719
2701_2024-10-12_03-49-34.jpg,1,[0.32238900661468506],1047.61962890625,798.9965209960938,1067.950439453125,822.9315795898438,1057.7850341796875,810.9640502929688
2701_2024-10-12_03-49-34.jpg,1,[0.31713518500328064],1234.010498046875,702.2314453125,1247.188232421875,725.4263916015625,1240.599365234375,713.8289184570312
2701_2024-10-12_04-49-12.jpg,1,[0.8397927284240723],1030.552001953125,752.77197265625,1082.5482177734375,794.6326293945312,1056.5501098632812,773.7023010253906
2701_2024-10-12_04-49-12.jpg,1,[0.7124217748641968],1523.4781494140625,495.3834533691406,1553.4957275390625,527.2193603515625,1538.4869384765625,511.30140686035156
2701_2024-10-12_04-49-12.jpg,0,[0.7007280588150024],1685.03125,333.5489196777344,1711.441162109375,349.4284973144531,1698.2362060546875,341.48870849609375
2701_2024-10-12_04-49-12.jpg,0,[0.6959502100944519],1516.15576171875,431.2439270019531,1546.3046875,450.9296875,1531.230224609375,441.08680725097656
2701_2024-10-12_04-49-12.jpg,0,[0.6124923229217529],1403.15869140625,469.2267150878906,1432.59912109375,491.0940551757813,1417.87890625,480.16038513183594
2701_2024-10-12_04-49-12.jpg,1,[0.5033206343650818],1369.431396484375,631.9071655273438,1386.454833984375,653.9627685546875,1377.943115234375,642.9349670410156
2701_2024-10-12_04-49-12.jpg,1,[0.4879664480686188],1712.37109375,428.4932861328125,1737.9437255859375,450.58343505859375,1725.1574096679688,439.5383605957031
2701_2024-10-12_04-49-12.jpg,1,[0.4763481914997101],1589.97021484375,507.8840026855469,1600.6617431640625,525.283203125,1595.3159790039062,516.5836029052734
2701_2024-10-12_04-49-12.jpg,1,[0.4516363739967346],1866.4761962890625,310.1926574707031,1891.8408203125,335.73309326171875,1879.1585083007812,322.96287536621094
2701_2024-10-12_04-49-12.jpg,1,[0.4497126042842865],1224.75634765625,714.078857421875,1241.1611328125,739.3270263671875,1232.958740234375,726.7029418945312
2701_2024-10-12_04-49-12.jpg,1,[0.44058796763420105],1766.8424072265625,405.0679931640625,1779.8133544921875,429.0921630859375,1773.327880859375,417.080078125
2701_2024-10-12_04-49-12.jpg,1,[0.3425438404083252],1522.9554443359375,534.7008666992188,1533.291748046875,554.1559448242188,1528.1235961914062,544.4284057617188
2701_2024-10-12_04-49-12.jpg,1,[0.32043519616127014],1853.70947265625,350.55047607421875,1867.969970703125,369.9129333496094,1860.8397216796875,360.23170471191406
2701_2024-10-12_04-49-12.jpg,1,[0.3160853087902069],1718.57421875,428.0435791015625,1741.604248046875,450.541748046875,1730.0892333984375,439.29266357421875
2701_2024-10-12_06-49-12.jpg,0,[0.8609108924865723],1338.78076171875,519.0166015625,1368.6390380859375,538.039306640625,1353.7098999023438,528.5279541015625
2701_2024-10-12_06-49-12.jpg,0,[0.7991718649864197],98.67332458496094,943.4108276367188,177.62008666992188,979.5599365234376,138.1467056274414,961.4853820800781
2701_2024-10-12_06-49-12.jpg,0,[0.7983739972114563],1144.7078857421875,618.3049926757812,1185.2783203125,639.8919677734375,1164.9931030273438,629.0984802246094
2701_2024-10-12_06-49-12.jpg,1,[0.7742385268211365],1124.398193359375,713.4209594726562,1164.8756103515625,741.037109375,1144.6369018554688,727.2290344238281
2701_2024-10-12_06-49-12.jpg,0,[0.7742059826850891],1632.4228515625,374.078125,1660.983154296875,391.743408203125,1646.7030029296875,382.9107666015625
2701_2024-10-12_06-49-12.jpg,1,[0.7619865536689758],1288.347412109375,613.8789672851562,1331.4677734375,648.61962890625,1309.9075927734375,631.2492980957031
2701_2024-10-12_06-49-12.jpg,0,[0.7459322810173035],758.4158325195312,788.8368530273438,806.8919067382812,818.0610961914062,782.6538696289062,803.448974609375
2701_2024-10-12_06-49-12.jpg,0,[0.7438229322433472],1459.031005859375,451.3708190917969,1512.0811767578125,491.8733825683594,1485.5560913085938,471.6221008300781
2701_2024-10-12_06-49-12.jpg,1,[0.7272924184799194],1486.35595703125,466.2560424804688,1553.564697265625,515.6205444335938,1519.9603271484375,490.93829345703125
2701_2024-10-12_06-49-12.jpg,1,[0.7193689942359924],1731.06201171875,388.4816284179688,1758.9429931640625,407.6198120117188,1745.0025024414062,398.0507202148438
2701_2024-10-12_06-49-12.jpg,1,[0.7190917134284973],1437.4400634765625,545.784423828125,1470.35693359375,566.8232421875,1453.8984985351562,556.3038330078125
