image_name,class_id,confidence,x_min,y_min,x_max,y_max
2701_2024-10-12_03-49-34.jpg,1,[0.8144129514694214],1106.1591796875,721.4948120117188,1149.0155029296875,751.3665161132812
2701_2024-10-12_03-49-34.jpg,1,[0.7688512206077576],1339.5609130859375,596.2191162109375,1373.7298583984375,623.2868041992188
2701_2024-10-12_03-49-34.jpg,0,[0.7507288455963135],1785.8876953125,308.46087646484375,1823.362548828125,329.0225830078125
2701_2024-10-12_03-49-34.jpg,0,[0.6419554948806763],1737.07763671875,305.72894287109375,1765.4112548828125,322.04547119140625
2701_2024-10-12_03-49-34.jpg,1,[0.5937434434890747],1593.2796630859375,501.66571044921875,1608.5447998046875,519.014892578125
2701_2024-10-12_03-49-34.jpg,1,[0.45823022723197937],1281.3978271484375,668.4985961914062,1295.347900390625,688.6419677734375
2701_2024-10-12_03-49-34.jpg,1,[0.34667834639549255],1512.6585693359375,545.9175415039062,1524.9176025390625,563.8079833984375
2701_2024-10-12_03-49-34.jpg,1,[0.32238999009132385],1047.61962890625,798.9963989257812,1067.950439453125,822.931640625
2701_2024-10-12_03-49-34.jpg,1,[0.31713590025901794],1234.010498046875,702.2314453125,1247.188232421875,725.4263916015625
2701_2024-10-12_04-49-12.jpg,1,[0.83979332447052],1030.552001953125,752.7719116210938,1082.5482177734375,794.6326293945312
2701_2024-10-12_04-49-12.jpg,1,[0.7124224901199341],1523.4781494140625,495.3833923339844,1553.4957275390625,527.2193603515625
2701_2024-10-12_04-49-12.jpg,0,[0.7007279992103577],1685.03125,333.5489196777344,1711.441162109375,349.4284973144531
2701_2024-10-12_04-49-12.jpg,0,[0.6959512233734131],1516.15576171875,431.2439270019531,1546.3046875,450.9296875
2701_2024-10-12_04-49-12.jpg,0,[0.6124927997589111],1403.1585693359375,469.2267150878906,1432.5989990234375,491.09405517578125
2701_2024-10-12_04-49-12.jpg,1,[0.5033212304115295],1369.4312744140625,631.9071655273438,1386.454833984375,653.9627075195312
2701_2024-10-12_04-49-12.jpg,1,[0.4879665672779083],1712.37109375,428.4932556152344,1737.9437255859375,450.5833740234375
2701_2024-10-12_04-49-12.jpg,1,[0.4763486385345459],1589.97021484375,507.884033203125,1600.6617431640625,525.2831420898438
2701_2024-10-12_04-49-12.jpg,1,[0.4516346752643585],1866.47607421875,310.1925964355469,1891.8408203125,335.7330322265625
2701_2024-10-12_04-49-12.jpg,1,[0.44971370697021484],1224.75634765625,714.0787963867188,1241.1611328125,739.3270263671875
2701_2024-10-12_04-49-12.jpg,1,[0.44058695435523987],1766.8424072265625,405.06793212890625,1779.8133544921875,429.0921936035156
2701_2024-10-12_04-49-12.jpg,1,[0.3425443470478058],1522.9554443359375,534.7008056640625,1533.2916259765625,554.1559448242188
2701_2024-10-12_04-49-12.jpg,1,[0.32043489813804626],1853.70947265625,350.5504455566406,1867.969970703125,369.91290283203125
2701_2024-10-12_04-49-12.jpg,1,[0.3160856366157532],1718.57421875,428.0435485839844,1741.604248046875,450.5417785644531
2701_2024-10-12_06-49-12.jpg,0,[0.860910952091217],1338.78076171875,519.0166015625,1368.6390380859375,538.0393676757812
2701_2024-10-12_06-49-12.jpg,0,[0.7991722226142883],98.67333984375,943.4108276367188,177.62008666992188,979.5599365234375
2701_2024-10-12_06-49-12.jpg,0,[0.7983746528625488],1144.707763671875,618.3049926757812,1185.2783203125,639.8919677734375
2701_2024-10-12_06-49-12.jpg,1,[0.7742385268211365],1124.398193359375,713.4209594726562,1164.8756103515625,741.0370483398438
2701_2024-10-12_06-49-12.jpg,0,[0.7742061018943787],1632.4228515625,374.0780944824219,1660.983154296875,391.743408203125
2701_2024-10-12_06-49-12.jpg,1,[0.7619865536689758],1288.347412109375,613.8788452148438,1331.4676513671875,648.61962890625
2701_2024-10-12_06-49-12.jpg,0,[0.74593186378479],758.4158325195312,788.8368530273438,806.8919067382812,818.06103515625
2701_2024-10-12_06-49-12.jpg,0,[0.7438226938247681],1459.031005859375,451.3708190917969,1512.0811767578125,491.8733825683594
2701_2024-10-12_06-49-12.jpg,1,[0.7272922992706299],1486.3558349609375,466.25604248046875,1553.564697265625,515.6205444335938
2701_2024-10-12_06-49-12.jpg,1,[0.7193698287010193],1731.06201171875,388.48162841796875,1758.9429931640625,407.61981201171875
2701_2024-10-12_06-49-12.jpg,1,[0.7190907597541809],1437.4400634765625,545.7843627929688,1470.3568115234375,566.8231811523438
2701_2024-10-12_06-49-12.jpg,0,[0.6151501536369324],1578.940185546875,401.1706237792969,1606.577392578125,417.0084228515625
2701_2024-10-12_06-49-12.jpg,0,[0.5979921221733093],1790.546142578125,287.07415771484375,1812.9637451171875,301.83465576171875
2701_2024-10-12_06-49-12.jpg,1,[0.5916987657546997],1247.9476318359375,686.992919921875,1261.845458984375,708.2369384765625
2701_2024-10-12_06-49-12.jpg,0,[0.59063720703125],1411.33203125,470.0018615722656,1438.80810546875,486.94775390625
2701_2024-10-12_06-49-12.jpg,1,[0.5563520789146423],1386.226806640625,617.4688720703125,1400.441650390625,640.7150268554688
2701_2024-10-12_06-49-12.jpg,0,[0.5521773099899292],1881.8751220703125,239.5243682861328,1899.94189453125,255.10101318359375
2701_2024-10-12_06-49-12.jpg,1,[0.5146812200546265],1232.0484619140625,714.273193359375,1243.1484375,731.8009643554688
2701_2024-10-12_06-49-12.jpg,1,[0.510796070098877],1192.1019287109375,724.3668823242188,1203.72802734375,744.777099609375
2701_2024-10-12_06-49-12.jpg,1,[0.4861011207103729],1513.6304931640625,549.1494140625,1526.795654296875,567.0962524414062
2701_2024-10-12_06-49-12.jpg,1,[0.41605740785598755],1701.0618896484375,441.44915771484375,1711.7493896484375,459.78680419921875
2701_2024-10-12_06-49-12.jpg,1,[0.3915504813194275],1697.9208984375,442.56732177734375,1713.26953125,463.1694641113281
2701_2024-10-12_06-49-12.jpg,0,[0.372936874628067],1217.080810546875,560.2127075195312,1227.399169921875,577.52880859375
2701_2024-10-12_06-49-12.jpg,1,[0.364443838596344],1905.3349609375,321.0378723144531,1918.5196533203125,341.65277099609375
2701_2024-10-12_06-49-12.jpg,1,[0.276694118976593],1611.360107421875,485.8673095703125,1624.1962890625,501.6041259765625
2701_2024-10-12_08-49-14.jpg,1,[0.8467477560043335],1182.9857177734375,618.4479370117188,1267.4310302734375,672.1943969726562
2701_2024-10-12_08-49-14.jpg,1,[0.8338718414306641],1034.61328125,684.5570678710938,1132.9283447265625,749.9486083984375
2701_2024-10-12_08-49-14.jpg,1,[0.8219177722930908],701.3856811523438,819.815185546875,862.40966796875,907.610595703125
2701_2024-10-12_08-49-14.jpg,1,[0.764286994934082],687.42333984375,913.2621459960938,752.8998413085938,957.4075317382812
2701_2024-10-12_08-49-14.jpg,0,[0.730765163898468],660.3598022460938,844.6683349609375,710.9736328125,870.44140625
2701_2024-10-12_08-49-14.jpg,1,[0.7263854146003723],1316.4481201171875,616.6199340820312,1351.340087890625,640.2355346679688
2701_2024-10-12_08-49-14.jpg,1,[0.6957259178161621],1035.517578125,798.0918579101562,1075.4588623046875,826.3706665039062
2701_2024-10-12_08-49-14.jpg,1,[0.69092857837677],1358.7298583984375,590.7748413085938,1386.783447265625,615.3344116210938
2701_2024-10-12_08-49-14.jpg,1,[0.6825917959213257],1164.3101806640625,691.6732788085938,1201.3314208984375,721.1149291992188
2701_2024-10-12_08-49-14.jpg,1,[0.6760954260826111],567.3601684570312,1007.6943359375,632.8065795898438,1042.7342529296875
2701_2024-10-12_08-49-14.jpg,1,[0.6654481887817383],915.2778930664062,745.3150024414062,1021.5391235351562,818.9240112304688
2701_2024-10-12_08-49-14.jpg,1,[0.6566073894500732],1214.7777099609375,673.374755859375,1245.1075439453125,695.3600463867188
2701_2024-10-12_08-49-14.jpg,0,[0.6500899195671082],1145.049072265625,596.8798828125,1177.6795654296875,614.7052612304688
2701_2024-10-12_08-49-14.jpg,0,[0.6487945914268494],1381.1051025390625,483.9068298339844,1404.446533203125,500.723388671875
2701_2024-10-12_08-49-14.jpg,1,[0.6370563507080078],368.33642578125,1022.96044921875,440.14697265625,1063.23486328125
2701_2024-10-12_08-49-14.jpg,1,[0.6363486647605896],1035.8189697265625,764.9219360351562,1079.2733154296875,796.2738647460938
2701_2024-10-12_08-49-14.jpg,0,[0.6150322556495667],1542.5667724609375,420.92364501953125,1569.2890625,439.5069274902344
2701_2024-10-12_08-49-14.jpg,1,[0.6125924587249756],436.13189697265625,1023.1709594726562,503.3758544921875,1064.0743408203125
2701_2024-10-12_08-49-14.jpg,0,[0.6123843193054199],590.7765502929688,849.9739990234375,640.6904907226562,872.744873046875
2701_2024-10-12_08-49-14.jpg,1,[0.6097304224967957],812.1824951171875,901.2072143554688,866.90087890625,930.3748779296875
2701_2024-10-12_08-49-14.jpg,1,[0.6006085872650146],1402.2679443359375,617.0610961914062,1413.9510498046875,634.8211669921875
2701_2024-10-12_08-49-14.jpg,1,[0.5948987603187561],666.6329956054688,966.4478149414062,720.1829833984375,991.9495849609375
2701_2024-10-12_08-49-14.jpg,1,[0.592703104019165],852.6344604492188,814.9580078125,905.3161010742188,852.3213500976562
2701_2024-10-12_08-49-14.jpg,0,[0.5905359387397766],1689.701416015625,347.7620544433594,1715.9625244140625,363.3802795410156
2701_2024-10-12_08-49-14.jpg,0,[0.5863697528839111],1590.9373779296875,385.5045471191406,1615.0648193359375,407.2267150878906
2701_2024-10-12_08-49-14.jpg,0,[0.5724958777427673],1054.4263916015625,638.9718017578125,1089.51318359375,658.4983520507812
2701_2024-10-12_08-49-14.jpg,1,[0.5559923052787781],873.591552734375,842.65673828125,922.5814819335938,875.0328369140625
2701_2024-10-12_08-49-14.jpg,0,[0.5532548427581787],1089.3438720703125,647.0894165039062,1128.0052490234375,666.7316284179688
2701_2024-10-12_08-49-14.jpg,1,[0.5493863821029663],1652.3912353515625,465.40972900390625,1672.8173828125,484.50836181640625
2701_2024-10-12_08-49-14.jpg,1,[0.548261821269989],0.6556549072265625,1028.501708984375,73.75083923339844,1080.0
2701_2024-10-12_08-49-14.jpg,1,[0.5402632355690002],745.6196899414062,921.982421875,796.968017578125,957.7470092773438
2701_2024-10-12_08-49-14.jpg,1,[0.5343029499053955],1458.5555419921875,539.7700805664062,1483.6575927734375,559.4990844726562
2701_2024-10-12_08-49-14.jpg,1,[0.5302827954292297],1618.815185546875,482.0469970703125,1643.630126953125,500.61767578125
2701_2024-10-12_08-49-14.jpg,0,[0.5301427841186523],957.4996948242188,693.7904663085938,991.9393310546875,714.7784423828125
